2015-05-06 10:04:08.887 - error: middlewareError date=Wed May 06 2015 10:04:08 GMT+0800 (中国标准时间), pid=8428, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=50896896, heapTotal=52044288, heapUsed=24411832, loadavg=[0, 0, 0], uptime=2021.2684207, trace=[column=17, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\application.js, function=EventEmitter.app.render, line=519, method=app.render, native=false, column=7, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\response.js, function=ServerResponse.res.render, line=933, method=res.render, native=false, column=6, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\app.js, function=app.use.expressWinston.errorLogger.winstonInstance, line=79, method=use.expressWinston.errorLogger.winstonInstance, native=false, column=5, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\layer.js, function=Layer.handle [as handle_request], line=82, method=handle [as handle_request], native=false, column=13, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=trim_prefix, line=302, method=null, native=false, column=7, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=null, line=270, method=null, native=false, column=12, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=Function.proto.process_params, line=321, method=proto.process_params, native=false, column=10, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=next, line=261, method=null, native=false, column=15, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=null, line=603, method=null, native=false, column=14, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=next, line=246, method=null, native=false], stack=[Error: Failed to lookup view "notfound" in views directory "D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\views",     at EventEmitter.app.render (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\application.js:519:17),     at ServerResponse.res.render (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\response.js:933:7),     at app.use.expressWinston.errorLogger.winstonInstance (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\app.js:79:6),     at Layer.handle [as handle_request] (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\layer.js:82:5),     at trim_prefix (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:302:13),     at D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:270:7,     at Function.proto.process_params (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:321:12),     at next (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:261:10),     at D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:603:15,     at next (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:246:14)], url=/, host=localhost:4000, connection=keep-alive, accept=text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8, user-agent=Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36, accept-encoding=gzip, deflate, sdch, accept-language=zh-CN,zh;q=0.8,en;q=0.6,ko;q=0.4, cookie=CNZZDATA5578006=cnzz_eid%3D1474633657-1429248517-%26ntime%3D1429248517; nw_udname=tttttt, method=GET, httpVersion=1.1, originalUrl=/, 
2015-05-06 10:04:08.901 - debug: HTTP GET / 500  28ms
2015-05-06 20:50:45.095 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:45 GMT+0800 (中国标准时间), pid=12452, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45060096, heapTotal=31151360, heapUsed=15290552, loadavg=[0, 0, 0], uptime=39219.41737, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:45.690 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:45 GMT+0800 (中国标准时间), pid=11804, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45051904, heapTotal=31151360, heapUsed=15259584, loadavg=[0, 0, 0], uptime=39219.9904028, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:46.269 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:46 GMT+0800 (中国标准时间), pid=11964, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45002752, heapTotal=31151360, heapUsed=15259744, loadavg=[0, 0, 0], uptime=39220.5914372, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:46.846 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:46 GMT+0800 (中国标准时间), pid=8324, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45051904, heapTotal=31151360, heapUsed=15307664, loadavg=[0, 0, 0], uptime=39221.1674701, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:47.426 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:47 GMT+0800 (中国标准时间), pid=8448, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45101056, heapTotal=31151360, heapUsed=15295240, loadavg=[0, 0, 0], uptime=39221.7475033, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:48.000 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:47 GMT+0800 (中国标准时间), pid=7536, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45129728, heapTotal=31151360, heapUsed=15312720, loadavg=[0, 0, 0], uptime=39222.3215361, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:48.579 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:48 GMT+0800 (中国标准时间), pid=12884, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45170688, heapTotal=31151360, heapUsed=15298016, loadavg=[0, 0, 0], uptime=39222.9005692, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:49.147 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:49 GMT+0800 (中国标准时间), pid=1696, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45166592, heapTotal=31151360, heapUsed=15300144, loadavg=[0, 0, 0], uptime=39223.4696018, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:49.749 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:49 GMT+0800 (中国标准时间), pid=12404, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=44859392, heapTotal=31151360, heapUsed=15310328, loadavg=[0, 0, 0], uptime=39224.0446347, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:50.325 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:50 GMT+0800 (中国标准时间), pid=11580, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=44859392, heapTotal=31151360, heapUsed=15291592, loadavg=[0, 0, 0], uptime=39224.6476692, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:50.897 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:50 GMT+0800 (中国标准时间), pid=6300, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45563904, heapTotal=32183296, heapUsed=15297744, loadavg=[0, 0, 0], uptime=39225.2197019, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:51.478 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:51 GMT+0800 (中国标准时间), pid=1304, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45625344, heapTotal=32183296, heapUsed=15290032, loadavg=[0, 0, 0], uptime=39225.8007351, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:52.051 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:52 GMT+0800 (中国标准时间), pid=6652, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45027328, heapTotal=31151360, heapUsed=15258648, loadavg=[0, 0, 0], uptime=39226.3737679, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
2015-05-06 20:50:52.617 - error: uncaughtException: Unexpected identifier date=Wed May 06 2015 20:50:52 GMT+0800 (中国标准时间), pid=8448, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=45064192, heapTotal=31151360, heapUsed=15291384, loadavg=[0, 0, 0], uptime=39226.9398003, trace=[column=25, file=module.js, function=Module._compile, line=439, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false, column=12, file=module.js, function=Function.Module._load, line=312, method=Module._load, native=false, column=17, file=module.js, function=Module.require, line=364, method=require, native=false, column=17, file=module.js, function=require, line=380, method=null, native=false, column=16, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js, function=, line=3, method=null, native=false, column=26, file=module.js, function=Module._compile, line=456, method=_compile, native=false, column=10, file=module.js, function=Object.Module._extensions..js, line=474, method=Module._extensions..js, native=false, column=32, file=module.js, function=Module.load, line=356, method=load, native=false], stack=[SyntaxError: Unexpected identifier,     at Module._compile (module.js:439:25),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32),     at Function.Module._load (module.js:312:12),     at Module.require (module.js:364:17),     at require (module.js:380:17),     at Object.<anonymous> (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\routes\index.js:3:16),     at Module._compile (module.js:456:26),     at Object.Module._extensions..js (module.js:474:10),     at Module.load (module.js:356:32)]
